cv_cct,c_nombre,cv_tipo,c_tipo,cv_administrativa,c_administrativa,cv_estatus,c_estatus,cv_motivo,c_motivo,cv_motivon2,c_descripcnmotivo,inmueble_cv_inmueble,inmueble_cv_vialidad_principal,inmueble_c_vialidad_principal,inmueble_cv_vialidad_derecha,inmueble_c_vialidad_derecha,inmueble_cv_vialidad_izquierda,inmueble_c_vialidad_izquierda,inmueble_cv_vialidad_posterior,inmueble_c_vialidad_posterior,inmueble_n_extnum,inmueble_c_extalf,inmueble_n_intnum,inmueble_c_intalf,inmueble_cv_ent,inmueble_c_nom_ent,inmueble_cv_mun,inmueble_c_nom_mun,inmueble_cv_loc,inmueble_c_nom_loc,inmueble_cv_asen,inmueble_c_nom_asen,inmueble_cv_codigo_postal,inmueble_c_desc_ubicacion,latitud,longitud,sostenimiento_cv_control,sostenimiento_c_control,sostenimiento_cv_subcontrol,sostenimiento_c_subcontrol,sostenimiento_cv_dependencian1,sostenimiento_c_dependencian1,sostenimiento_cv_dependencian2,sostenimiento_c_dependencian2,sostenimiento_cv_dependencian3,sostenimiento_c_dependencian3,sostenimiento_cv_dependencian4,sostenimiento_c_dependencian4,sostenimiento_cv_dependencian5,sostenimiento_cv_servicio,sostenimiento_c_servicio,depoperativa_cv_dependencian1,depoperativa_c_dependencian1,depoperativa_cv_dependencian2,depoperativa_c_dependencian2,depoperativa_cv_dependencian3,depoperativa_c_dependencian3,depoperativa_cv_dependencian4,depoperativa_c_dependencian4,depoperativa_cv_dependencian5,contacto_c_curp,contacto_c_rfc,contacto_c_nombre,contacto_c_apellido1,contacto_c_apellido2,contacto_c_email,contacto_c_telefono,contacto_c_celular,contacto_c_extension,contacto_c_pweb,serreg_cv_cct,jefsec_cv_cct,supervision_cv_cct,institucion,c_tuno_01,c_tuno_2,c_tuno_3,tiponivelsub_cv_servicion1,tiponivelsub_c_servicion1,tiponivelsub_cv_servicion2,tiponivelsub_c_servicion2,tiponivelsub_cv_servicion3,tiponivelsub_c_servicion3,caracteristca_cv_caracterizan1,caracteristca_c_caracterizan1,caracteristca_cv_caracterizan2,caracteristca_c_caracterizan2,fn_inmueble_c_extalf,fn_inmueble_c_intalf,fn_sostenimiento_cv_servicio
01MMS0312H,PLANTEL NORTE CENTRO DE EDUCACION MEDIA UAA,18,PLANTEL (MEDIA SUPERIOR),1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INMFD215,2362981,CALLE CARRETERA ESTATAL NÚM. 54 KILÓMETRO 1+200,2362984,NINGUNO NINGUNO,2362982,NINGUNO NINGUNO,2362983,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,1,RINCÓN DE ROMOS,39.0,NINGUNO,20415,CERCANO A RANCHO EL CONSEJO Y A LA  CALLE LIC. ADOLFO LÓPEZ MATEOS,22.21581,-102.32476,1.0,PÚBLICO,3.0,AUTÓNOMO,1.0,UNIVERSIDADES AUTÓNOMAS,0.0,,0.0,,0.0,,0.0,M03,EDUCACION MEDIA SUPERIOR (RECTORIA - ADMINISTRACION ESCOLAR),1,UNIVERSIDADES AUTÓNOMAS,0,,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,TESTADO,HTTPS://WWW.UAA.MX/PORTAL/,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01DPR0510Y,JAIME TORRES BODET,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03F93,132372,CALLE EMILIANO ZAPATA,322134,NINGUNO NINGUNO,588693,NINGUNO NINGUNO,855761,NINGUNO NINGUNO,30,,0,,1,AGUASCALIENTES,3,CALVILLO,139,EL TEPETATE DE ARRIBA,1.0,NINGUNO,20800,,0.907917,102.738889,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,,,,,01ADG0020B,,01FIZ0037G,,MATUTINO,,,2.0,BÁSICA,2.0,PRIMARIA,1.0,GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01DGI0014J,UNIDAD 3 B DE G. E. E. R.,10,APOYO A LA EDUCACION,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM91F27,1266913,AVENIDA LICENCIADO ADOLFO LOPEZ MATEOS,1301236,NINGUNO NINGUNO,1335559,NINGUNO NINGUNO,1369882,NINGUNO NINGUNO,518,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,268.0,NINGUNO,20000,,21.521139,-102.175002,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,9999.0
01ADG0528P,COORDINACIÓN DE EVENTOS INSTITUCIONALES,6,ADMINISTRATIVO,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM91E91,1266763,AVENIDA TECNOLOGICO,1301086,AVENIDA OJOCALIENTE,1335409,NINGUNO NINGUNO,1369732,AVENIDA AGUASCALIENTES ORIENTE,601,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,136.0,OJOCALIENTE I,20196,,21.871689,-102.253382,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,A08,DESARROLLAR ACTIVIDADES ADMINISTRATIVAS,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01FZT0024Z,INSPECCION DE SECUNDARIAS TECNICAS NUM. 24,1,SUPERVISION DE ZONA DE EDUCACION,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM920D8,1267343,CALLE EDMUNDO GAMEZ OROZCO NORTE,1301666,NINGUNO NINGUNO,1335989,NINGUNO NINGUNO,1370312,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,8,SAN JOSÉ DE GRACIA,1,SAN JOSÉ DE GRACIA,6.0,NINGUNO,20500,,22.149516,-102.415516,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,F122,SUPERVISIÓN DE ZONA DE EDUCACIÓN SECUNDARIA TÉCNICA,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,TESTADO,,,,01ADG0027V,,,,DISCONTINUO,,,,,,,,,,,,,,,
01BBE0035G,BIBLIOTECA DEL CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 103,7,BIBLIOTECA,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM03FC0,183724,CALLE CARRETERA PANAMERICANA AGUASCALIENTES-ZACATECAS KILOMETRO 56,322176,NINGUNO NINGUNO,588738,NINGUNO NINGUNO,855801,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,4,COSÍO,1,COSÍO,14.0,COSIO CENTRO,20460,,22.369202,-102.296814,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,B03,BIBLIOTECA ESCOLAR DE NIVEL MEDIO SUPERIOR (BACHILLERATO),1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,2,SUBSECRETARÍA DE EDUCACIÓN MEDIA  SUPERIOR,3,DIRECCIÓN GENERAL DE EDUCACIÓN TECNOLÓGICA  AGROPECUARIA Y CIENCIAS DEL MAR,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01PDI0068V,CENTRO DE DESARROLLO INFANTIL COLIBRI,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM04152,132459,CALLE FELIPE CARRILLO PUERTO,529069,CALLE LAZARO CARDENAS,798222,CALLE IGNACIO RAMIREZ,856117,NINGUNO NINGUNO,24,,0,,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,1,PABELLÓN DE ARTEAGA,23.0,NINGUNO,0,,0.922921,102.276667,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,01FCJ0005T,,MATUTINO,,,1.0,INICIAL,1.0,INICIAL,1.0,LACTANTE Y MATERNAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01BBE0088L,BIBLIOTECA DEL INSTITUTO LATINOAMERICANO MIGUEL DE CERVANTES,7,BIBLIOTECA,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM91ED2,1266828,CALLE VENUSTIANO CARRANZA,1301151,CALLE JOSE F. ELIZONDO,1335474,CALLE MARIANO MATAMOROS NORTE,1369797,CALLE ALLENDE,211,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,242.0,ZONA CENTRO,20000,,21.880071,-102.300733,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,B06,BIBLIOTECA ESCOLAR DE NIVEL MEDIO BASICO Y MEDIO SUPERIOR,1,INICIATIVA PRIVADA,1,ASOCIACIÓN CIVIL,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,,,MATUTINO,,,,,,,,,,,,,,,
01FEI0295I,EDUCACION INICIAL DE CONAFE NO ESCOLARIZADO,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM042D7,55570,NINGUNO NINGUNO,322573,NINGUNO NINGUNO,589193,NINGUNO NINGUNO,856477,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,9,TEPEZALÁ,1,TEPEZALÁ,1.0,EL SOCORRO,0,,0.926009,102.166944,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,1.0,INICIAL,1.0,INICIAL,3.0,INICIAL NO ESCOLARIZADA,1.0,SERVICIOS,16.0,ATENCIÓN A PADRES,,,9999.0
01ADG0023Z,SISTEMA DE ASESORÍA Y ACOMPAÑAMIENTO A LA ESCUELA JESÚS MARÍA,3,SERVICIO REGIONAL,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM92071,1267240,CALLE CARRETERA A LOS ARQUITOS,1370209,NINGUNO NINGUNO,1301563,NINGUNO NINGUNO,1335886,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,5,JESÚS MARÍA,1,JESÚS MARÍA,95.0,LA CAÑADA,20900,,21.953583,-102.351788,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,A10,CONDUCCION Y COORDINACION GENERAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01BBE0129V,CENTRO DE ENSENANZA MEDIA (BACHILLERATO ORIENTE),7,BIBLIOTECA,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM03728,183263,CALLE MOSCATEL,528556,CALLE MISION,853207,CAMINO AL COBANO,1089138,CALLE PANTEON GUADALUPANO,802,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,146.0,PARRAS,20157,,21.91113,-102.279538,1.0,PÚBLICO,3.0,AUTÓNOMO,1.0,UNIVERSIDADES AUTÓNOMAS,0.0,,0.0,,0.0,,0.0,B03,BIBLIOTECA ESCOLAR DE NIVEL MEDIO SUPERIOR (BACHILLERATO),1,UNIVERSIDADES AUTÓNOMAS,0,,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,TESTADO,BIBLIOTECA.UAA.MX,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01FFS0008E,COORDINACION DE EDUCACION FISICA,6,ADMINISTRATIVO,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM042E0,55572,NINGUNO NINGUNO,322578,NINGUNO NINGUNO,589198,NINGUNO NINGUNO,856451,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,9,TEPEZALÁ,1,TEPEZALÁ,12.0,NINGUNO,0,,22.222789,-102.166929,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,F03,VERIFICAR QUE LAS SUPERVISIONES DE EDUCACION CUMPLAN CON LA NORMATIVIDAD,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01MMS0243B,PREPARATORIA POLITECNICA DE AGUASCALIENTES,18,PLANTEL (MEDIA SUPERIOR),1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM03675,182629,AVENIDA HEROE DE NACOZARI,528706,CIRCUITO PASEO DE LOS CISNES,797452,AVENIDA MONTE ALBAN,1089220,CIRCUITO PASEO DE LOS CISNES,2417,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,101.0,JARDINES DEL PARQUE,20276,,21.855139,-102.282513,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,9999.0
01PES0015W,GOMEZ PORTUGAL,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM0409E,183844,CALLE SAN AGUSTIN,322283,NINGUNO NINGUNO,588861,NINGUNO NINGUNO,855977,NINGUNO NINGUNO,210,,0,,1,AGUASCALIENTES,5,JESÚS MARÍA,41,JESÚS GÓMEZ PORTUGAL (MARGARITAS),14.0,NINGUNO,0,,0.916648,102.291389,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,,,,,01ADG0023Z,,01FIS0020X,,NOCTURNO,,,2.0,BÁSICA,3.0,SECUNDARIA,1.0,GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01KES0013C,POSPRIMARIA DE CONAFE,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM0406C,55329,NINGUNO NINGUNO,322251,NINGUNO NINGUNO,588827,NINGUNO NINGUNO,855922,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,5,JESÚS MARÍA,15,CAÑADA EL RODEO,1.0,NINGUNO,20900,,0.912708,102.457222,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,5.0,CAPACITACIÓN,1.0,FORMACIÓN PARA EL TRABAJO,1.0,FORMACIÓN PARA EL TRABAJO,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01PDI0119L,CAI INSTITUTO SANTA MÓNICA,9,ESCUELA,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM038D6,131590,AVENIDA SIGLO XXI,488479,AVENIDA PALMAS DE GUINEA,797466,AVENIDA SANTA MONICA,1067244,AVENIDA PASEOS DE ARGEL,3846,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,713.0,RANCHO SANTA MONICA,20286,,21.842293,-102.318297,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,4.0,PERSONA FÍSICA,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,01ADG0007H,,01FCJ0002W,,MATUTINO,,,1.0,INICIAL,1.0,INICIAL,1.0,LACTANTE Y MATERNAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01MMS0172Y,TELEBACHILLERATO COMUNITARIO MESILLAS,18,PLANTEL (MEDIA SUPERIOR),1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM0431A,132543,CALLE EMILIANO ZAPATA,488837,CALLE FRANCISCO VILLA,759585,CALLE LA SALUD,1067392,CALLE INDEPENDENCIA,2,,0,,1,AGUASCALIENTES,9,TEPEZALÁ,15,MESILLAS,1.0,NINGUNO,20600,,22.316682,-102.170501,1.0,PÚBLICO,2.0,ESTATAL,1.0,GOBIERNO DEL ESTADO,2.0,OTROS ORGANISMOS ESTATALES,1.0,ORGANISMOS DESCENTRALIZADOS DEL GOBIERNO DEL ESTADO,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,2,SUBSECRETARÍA DE EDUCACIÓN MEDIA  SUPERIOR,2,DIRECCIÓN GENERAL DEL BACHILLERATO,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,9999.0
01MMS0255G,CENTRO DE BACHILLERATO TECNICO EN COMPUTACION,18,PLANTEL (MEDIA SUPERIOR),1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM91EE4,1266846,CALLE LICENCIADO FRANCISCO PRIMO VERDAD,1301169,CALLE GENERAL MIGUEL BARRAGAN,1335492,CALLE COSIO NORTE,1369815,CALLE FRANCISCO I. MADERO,411,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,242.0,ZONA CENTRO,20000,,21.884961,-102.288201,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,M03,EDUCACION MEDIA SUPERIOR (RECTORIA - ADMINISTRACION ESCOLAR),1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,2,SUBSECRETARÍA DE EDUCACIÓN MEDIA  SUPERIOR,4,DIRECCIÓN GENERAL DE EDUCACIÓN TECNOLÓGICA INDUSTRIAL Y DE SERVICIOS,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01PJN0124T,INSTITUTO ERIK ERIKSON,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03679,132090,AVENIDA DEL LAGO,528202,AVENIDA HEROE DE NACOZARI SUR,759185,CALLE PASEO DE LOS CISNES,1067190,CALLE PASEO DE LOS CISNES,218,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,101.0,JARDINES DEL PARQUE,20276,,21.854904,-102.284144,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,TESTADO,,,,01ADG0013S,,01FCJ0004U,,MATUTINO,,,2.0,BÁSICA,1.0,PREESCOLAR,1.0,GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01ETV0010A,ETV NUM. 12 CONVENCION DE 1914,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03DB3,55011,NINGUNO NINGUNO,321849,NINGUNO NINGUNO,588355,NINGUNO NINGUNO,855329,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,2,ASIENTOS,17,LA DICHOSA,1.0,NINGUNO,20710,,0.918403,102.110833,1.0,PÚBLICO,2.0,ESTATAL,1.0,GOBIERNO DEL ESTADO,1.0,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,2.0,BÁSICA,3.0,SECUNDARIA,3.0,TELESECUNDARIA,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01FEI0430X,EDUCACION INICIAL DE CONAFE NO ESCOLARIZADO,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03BD6,54717,NINGUNO NINGUNO,321513,NINGUNO NINGUNO,587985,NINGUNO NINGUNO,854894,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,138,CENTRO DE ARRIBA (EL TARAY),1.0,NINGUNO,0,,21.731007,-102.498713,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,1.0,INICIAL,1.0,INICIAL,3.0,INICIAL NO ESCOLARIZADA,1.0,SERVICIOS,16.0,ATENCIÓN A PADRES,,,9999.0
01MMS0180G,BACHILLERATO LA PAZ,18,PLANTEL (MEDIA SUPERIOR),1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM0384B,131637,CALLE PEDRO PARGA,488241,CALLE ZARAGOZA,797847,CALLE RAMON LOPEZ VELARDE,1066988,CALLE LICENCIADO FRANCISCO PRIMO VERDAD,215,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,242.0,ZONA CENTRO,20000,,21.884883,-102.29268,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,UNIVERSIDADES AUTÓNOMAS,0,,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,DISCONTINUO,,,,,,,,,,,,,,,9999.0
